, income_annum, loan_amount, loan_term, cibil_score,approved
1711,6900000,19000000,14,330,0
1712,3000000,7400000,10,712,1
1713,3100000,10100000,14,376,0
1714,600000,1200000,14,338,0
1715,4700000,13700000,14,600,1
1716,2500000,6900000,20,495,0
1717,9700000,30400000,4,300,1
1718,7600000,20000000,18,691,1
1719,8400000,24700000,8,519,0
1720,3800000,15100000,20,540,0
1721,3100000,11400000,16,562,1
1722,5700000,21300000,10,323,0
1723,5500000,19700000,10,312,0
1724,200000,600000,2,511,1
1725,3700000,13800000,10,621,1
1726,1600000,4300000,20,512,0
1727,3900000,11000000,2,786,1
1728,700000,1600000,18,303,0
1729,5800000,16700000,18,633,1
1730,3800000,14000000,6,711,1
1731,6400000,16900000,16,472,0
1732,5500000,12100000,4,350,0
1733,6800000,13700000,10,879,1
1734,6700000,13400000,10,436,0
1735,5300000,11500000,14,848,1
1736,6600000,23200000,16,555,1
1737,6600000,13100000,20,885,1
1738,7600000,25200000,6,888,1
1739,2500000,6100000,20,478,0
1740,1100000,2500000,4,603,1
1741,2300000,8200000,8,784,1
1742,3300000,11700000,4,682,1
1743,2600000,5900000,6,471,0
1744,9300000,36700000,20,808,1
1745,5300000,18500000,8,470,0
1746,5400000,13800000,20,574,1
1747,3500000,12000000,8,314,0
1748,4200000,10200000,14,407,0
1749,9200000,34900000,4,702,1
1750,4300000,9800000,2,499,0
1751,7500000,19900000,10,669,1
1752,5400000,18800000,20,326,0
1753,5500000,16200000,18,778,1
1754,2100000,4500000,2,787,1
1755,3700000,12300000,16,831,1
1756,8800000,32900000,18,576,1
1757,5800000,22800000,12,600,1
1758,7900000,30600000,2,569,1
1759,3100000,6300000,20,867,1
1760,4100000,14500000,12,441,0
1761,9800000,32700000,2,304,1
1762,3300000,8400000,18,520,0
1763,2000000,6200000,14,613,1
1764,600000,1100000,8,885,1
1765,3600000,9500000,2,841,1
1766,7500000,29100000,20,815,1
1767,200000,400000,18,822,1
1768,9900000,29100000,18,772,1
1769,6100000,22500000,6,776,1
1770,3500000,10300000,10,337,0
1771,7800000,19000000,12,333,0
1772,8700000,29300000,4,312,1
1773,5500000,12400000,14,842,1
1774,1800000,5100000,8,790,1
1775,8000000,31900000,16,806,1
1776,7500000,17000000,8,300,0
1777,3700000,12000000,12,605,1
1778,1600000,4700000,12,582,1
1779,1300000,2700000,6,607,1
1780,2400000,8200000,10,709,1
1781,4100000,11600000,14,854,1
1782,7300000,15200000,20,776,1
1783,8000000,24600000,12,649,1
1784,7900000,28000000,4,394,1
1785,7200000,18900000,16,371,0
1786,6200000,13200000,14,707,1
1787,5700000,18100000,20,491,0
1788,5800000,14100000,16,570,1
1789,900000,3500000,18,395,0
1790,2200000,7500000,10,497,0
1791,1800000,5300000,14,440,0
1792,800000,2400000,16,825,1
1793,7600000,18100000,14,320,0
1794,4100000,13500000,4,846,1
1795,4600000,10900000,12,856,1
1796,2300000,6800000,10,418,0
1797,8000000,21100000,6,306,0
1798,3800000,14500000,16,567,1
1799,9500000,36800000,6,493,0
1800,9300000,21200000,2,509,0
1801,4700000,17000000,4,364,1
1802,6000000,24000000,20,639,1
1803,5500000,21700000,2,309,1
1804,4600000,14800000,6,433,0
1805,9900000,33600000,20,580,1
1806,6200000,16200000,4,888,1
1807,400000,1100000,6,644,1
1808,7800000,22200000,10,763,1
1809,2900000,10800000,20,694,1
1810,500000,1200000,6,757,1
1811,2500000,6900000,12,471,0
1812,9000000,35200000,2,437,1
1813,5200000,11400000,10,406,0
1814,6000000,19700000,20,376,0
1815,5100000,13800000,14,350,0
1816,8000000,22500000,20,784,1
1817,9200000,25400000,14,765,1
1818,9800000,32200000,18,593,1
1819,7600000,30000000,10,344,0
1820,5100000,11800000,12,314,0
1821,1500000,3300000,16,382,0
1822,6200000,16500000,4,510,0
1823,6300000,24600000,8,464,0
1824,5500000,14900000,2,403,0
1825,8100000,30400000,12,606,1
1826,6300000,22000000,20,646,1
1827,1100000,3600000,20,495,0
1828,7200000,21600000,2,626,1
1829,3000000,6000000,16,518,0
1830,2700000,7600000,8,746,1
1831,5000000,16300000,12,737,1
1832,8400000,22300000,14,371,0
1833,7700000,27300000,8,509,0
1834,4700000,14000000,2,411,0
1835,4300000,11800000,20,701,1
1836,2500000,8800000,10,769,1
1837,4400000,12500000,6,740,1
1838,5700000,11600000,4,892,1
1839,5300000,13100000,14,417,0
1840,4600000,14400000,6,785,1
1841,400000,1100000,16,504,0
1842,2100000,5900000,14,402,0
1843,1200000,3500000,16,540,0
1844,8000000,28400000,10,607,1
1845,5000000,19400000,10,410,0
1846,8500000,17200000,12,624,1
1847,4600000,16600000,16,805,1
1848,4600000,16100000,18,709,1
1849,8500000,30900000,14,511,0
1850,7800000,25100000,18,766,1
1851,1400000,3800000,16,451,0
1852,3700000,10200000,4,447,0
1853,1000000,2500000,18,763,1
1854,900000,3100000,20,834,1
1855,5600000,19500000,8,429,0
1856,3200000,10600000,16,693,1
1857,2900000,11100000,20,478,0
1858,300000,800000,10,752,1
1859,2400000,5900000,14,319,0
1860,5000000,17600000,8,303,0
1861,5000000,16700000,20,420,0
1862,200000,600000,8,552,1
1863,6000000,16000000,12,606,1
1864,5600000,13700000,2,558,1
1865,4500000,12400000,6,504,0
1866,200000,300000,8,412,0
1867,6200000,18300000,4,900,1
1868,9800000,23800000,8,634,1
1869,3900000,9000000,8,340,0
1870,8300000,20900000,4,615,1
1871,4900000,12200000,18,353,0
1872,6900000,16300000,8,606,1
1873,4500000,14500000,18,498,0
1874,7500000,21900000,2,585,1
1875,2300000,6400000,8,578,1
1876,7400000,15500000,2,693,1
1877,4800000,14300000,6,795,1
1878,2600000,9900000,6,594,1
1879,2700000,10600000,8,840,1
1880,3700000,10900000,16,301,0
1881,2600000,9400000,18,481,0
1882,8800000,23100000,16,531,0
1883,7500000,15400000,8,332,0
1884,4700000,18500000,4,516,1
1885,7100000,26600000,6,727,1
1886,5500000,19300000,10,344,0
1887,9500000,31500000,12,650,1
1888,4200000,15400000,8,362,0
1889,6900000,18600000,18,307,0
1890,9900000,24600000,2,530,0
1891,6700000,17700000,6,482,0
1892,9300000,22200000,14,701,1
1893,5600000,17200000,16,586,1
1894,8100000,17600000,16,384,0
1895,6000000,18000000,18,882,1
1896,4200000,11200000,2,758,1
1897,1600000,4000000,18,529,0
1898,800000,1500000,2,589,1
1899,500000,1300000,6,670,1
1900,4300000,14100000,12,532,0
1901,4000000,12500000,18,868,1
1902,2900000,7300000,2,776,1
1903,2300000,9100000,16,644,1
1904,1800000,6000000,12,658,1
1905,8700000,33900000,10,766,1
1906,7800000,21100000,12,717,1
1907,3200000,6300000,10,339,0
1908,1600000,4500000,18,463,0
1909,2400000,7300000,4,540,1
1910,1800000,5900000,16,804,1
1911,7500000,16000000,10,541,0
1912,6700000,18400000,10,371,0
1913,5800000,13700000,6,369,0
1914,500000,1800000,2,651,1
1915,9400000,30700000,10,477,0
1916,1600000,6200000,18,554,1
1917,9300000,25000000,14,362,0
1918,3700000,14000000,2,469,1
1919,900000,1900000,12,547,0
1920,500000,1300000,6,809,1
1921,7800000,16200000,2,335,0
1922,5300000,13700000,18,708,1
1923,300000,700000,16,779,1
1924,5000000,19900000,6,748,1
1925,7900000,28600000,18,541,0
1926,5300000,15800000,2,527,0
1927,5500000,15300000,4,859,1
1928,1500000,5600000,18,604,1
1929,6600000,20100000,18,348,0
1930,6200000,16200000,20,734,1
1931,6300000,17000000,16,388,0
1932,3800000,8100000,20,831,1
1933,500000,1500000,6,433,0
1934,5000000,15900000,16,699,1
1935,4500000,17100000,8,303,0
1936,1000000,3800000,2,611,1
1937,1700000,3700000,20,558,1
1938,1200000,4800000,2,752,1
1939,8500000,25800000,14,786,1
1940,8600000,29000000,18,481,0
1941,400000,1300000,16,507,0
1942,8700000,19800000,14,715,1
1943,1800000,5700000,20,392,0
1944,4700000,17700000,16,887,1
1945,7300000,21600000,2,479,0
1946,8400000,32100000,20,328,0
1947,4800000,12900000,8,740,1
1948,9200000,34200000,2,456,1
1949,6200000,21100000,10,467,0
1950,200000,700000,10,587,0
1951,2500000,6700000,16,569,1
1952,8000000,24400000,14,399,0
1953,4600000,15200000,4,593,1
1954,4900000,12700000,8,409,0
1955,9500000,21300000,18,353,0
1956,4500000,11600000,20,306,0
1957,5900000,14200000,12,499,0
1958,4200000,14600000,6,324,0
1959,3300000,11300000,6,647,1
1960,4900000,12600000,2,767,1
1961,5300000,10700000,12,821,1
1962,7200000,17700000,6,338,0
1963,8400000,24300000,4,785,1
1964,3800000,11800000,4,694,1
1965,9900000,22300000,20,613,1
1966,2900000,8300000,10,318,0
1967,6000000,18700000,18,783,1
1968,1700000,5300000,20,761,1
1969,5300000,12000000,10,329,0
1970,7500000,15000000,14,661,1
1971,400000,900000,18,339,0
1972,8300000,17700000,10,673,1
1973,4500000,16900000,18,748,1
1974,4600000,10000000,4,702,1
1975,4700000,10300000,12,710,1
1976,900000,3500000,6,331,0
1977,2400000,7600000,12,372,0
1978,3900000,9600000,10,783,1
1979,8300000,31400000,18,558,1
1980,4700000,13000000,6,552,1
1981,3900000,10600000,20,544,0
1982,400000,1000000,6,425,0
1983,1700000,5100000,18,321,0
1984,6100000,15500000,8,758,1
1985,7300000,19600000,10,373,0
1986,300000,500000,6,876,1
1987,4300000,14500000,10,594,1
1988,7000000,18400000,18,837,1
1989,4900000,16500000,4,600,1
1990,6200000,12400000,20,547,0
1991,4100000,15800000,12,431,0
1992,7300000,22600000,12,851,1
1993,9200000,28100000,12,760,1
1994,800000,2400000,2,716,1
1995,2900000,11200000,10,744,1
1996,8100000,21600000,4,740,1
1997,9300000,20300000,14,759,1
1998,9200000,29400000,14,517,0
1999,3100000,6300000,18,895,1
2000,7000000,15400000,20,315,0
2001,3900000,8800000,14,527,0
2002,5500000,19800000,14,853,1
2003,6600000,13700000,20,747,1
2004,9900000,31600000,16,892,1
2005,6600000,20500000,8,856,1
2006,8600000,23600000,4,324,0
2007,7900000,28600000,12,812,1
2008,6800000,22600000,2,804,1
2009,700000,1800000,8,874,1
2010,3800000,10000000,12,516,0
2011,6900000,18300000,4,402,0
2012,3700000,12400000,12,330,0
2013,7900000,24000000,12,867,1
2014,8800000,34200000,16,844,1
2015,3300000,7800000,8,310,0
2016,5800000,14200000,20,535,0
2017,7400000,29500000,16,323,0
2018,8200000,25600000,4,686,1
2019,3300000,9600000,8,465,0
2020,5300000,10700000,12,547,0
2021,5700000,19100000,12,649,1
2022,9000000,31000000,14,670,1
2023,5900000,14400000,10,408,0
2024,5400000,11900000,6,303,0
2025,9800000,34800000,14,497,0
2026,9800000,34100000,14,740,1
2027,3800000,8200000,4,309,0
2028,9500000,24400000,14,769,1
2029,2500000,7100000,6,420,0
2030,1900000,6000000,20,540,0
2031,4400000,10600000,20,806,1
2032,1400000,2900000,6,723,1
2033,3200000,11800000,16,565,1
2034,3100000,9200000,16,374,0
2035,4500000,9900000,10,509,0
2036,9300000,23500000,16,728,1
2037,6900000,18200000,20,396,0
2038,3900000,8600000,2,667,1
2039,3200000,7400000,12,583,1
2040,5600000,21100000,10,459,0
2041,3700000,11900000,18,635,1
2042,8400000,27200000,12,604,1
2043,4200000,8900000,14,796,1
2044,3800000,8500000,10,416,0
2045,3200000,8200000,8,311,0
2046,9700000,33900000,10,833,1
2047,4300000,9400000,6,543,0
2048,8100000,20300000,18,751,1
2049,9400000,23200000,14,885,1
2050,8100000,19400000,6,346,0
2051,6500000,14500000,4,588,1
2052,9400000,23100000,4,488,0
2053,2600000,6600000,20,765,1
2054,8000000,25600000,6,337,0
2055,4700000,9300000,8,515,0
2056,7600000,22300000,12,555,1
2057,6800000,27200000,2,702,1
2058,6600000,17000000,2,457,0
2059,8200000,27200000,10,425,0
2060,4400000,12300000,6,583,1
2061,8300000,29200000,6,877,1
2062,9200000,36500000,14,522,0
2063,2700000,8700000,20,687,1
2064,6100000,23600000,20,856,1
2065,9100000,33000000,8,543,0
2066,7600000,15400000,14,576,1
2067,7200000,17000000,10,856,1
2068,2600000,8200000,8,722,1
2069,6500000,20200000,12,653,1
2070,8900000,35500000,16,480,0
2071,5400000,14300000,14,477,0
2072,300000,500000,2,885,1
2073,8400000,19600000,18,530,0
2074,8300000,17200000,8,870,1
2075,1700000,5600000,8,395,0
2076,1500000,4200000,16,771,1
2077,200000,500000,2,579,1
2078,1000000,3700000,14,798,1
2079,8800000,25100000,8,473,0
2080,1000000,3200000,8,304,0
2081,8600000,23000000,14,678,1
2082,2400000,8900000,2,745,1
2083,2400000,8900000,8,835,1
2084,6000000,12100000,20,848,1
2085,7600000,16300000,18,872,1
2086,8000000,20100000,10,608,1
2087,5400000,19500000,16,758,1
2088,1400000,3700000,4,841,1
2089,800000,2600000,2,618,1
2090,300000,1100000,4,457,1
2091,4100000,14400000,4,844,1
2092,1500000,3800000,4,776,1
2093,4600000,13900000,8,520,0
2094,3300000,7500000,12,648,1
2095,7900000,31400000,10,654,1
2096,8100000,26500000,20,342,0
2097,900000,2800000,16,808,1
2098,4900000,15200000,10,429,0
2099,6100000,18100000,14,538,0
2100,4500000,16400000,6,533,0
2101,2900000,7300000,8,394,0
2102,7900000,29300000,2,771,1
2103,4100000,10100000,4,792,1
2104,7700000,15500000,8,407,0
2105,5600000,19300000,18,544,0
2106,9000000,18000000,18,509,0
2107,6400000,18400000,16,320,0
2108,6900000,14700000,2,496,0
2109,9100000,27400000,18,652,1
2110,1100000,3700000,2,806,1
2111,1700000,4500000,12,821,1
2112,9200000,28800000,20,618,1
2113,8300000,20600000,12,729,1
2114,5000000,10600000,6,839,1
2115,2200000,6400000,2,318,0
2116,4500000,9600000,16,404,0
2117,4100000,9000000,6,581,1
2118,2800000,6800000,18,596,1
2119,6600000,20700000,4,415,1
2120,3200000,7200000,6,728,1
2121,6300000,13300000,2,666,1
2122,4700000,17700000,14,675,1
2123,4100000,15400000,16,304,0
2124,7100000,15500000,4,474,0
2125,4900000,10200000,18,370,0
2126,5600000,20300000,20,596,1
2127,3400000,8300000,2,567,1
2128,4500000,16100000,16,671,1
2129,300000,800000,18,819,1
2130,7600000,23000000,10,829,1
2131,500000,1200000,12,454,0
2132,5900000,15200000,16,399,0
2133,7100000,20700000,10,784,1
2134,8500000,26900000,6,538,0
2135,6400000,16900000,16,759,1
2136,7100000,21400000,12,699,1
2137,1800000,5400000,14,347,0
2138,6600000,25200000,20,598,1
2139,8800000,27100000,2,406,1
2140,4800000,15800000,20,860,1
2141,4400000,16500000,10,806,1
2142,2000000,6900000,2,448,1
2143,6800000,22600000,20,393,0
2144,6600000,16000000,12,811,1
2145,3300000,7900000,20,829,1
2146,7400000,23400000,16,700,1
2147,4500000,12400000,18,719,1
2148,9500000,30500000,12,430,0
2149,800000,3000000,4,338,1
2150,4000000,13000000,4,695,1
2151,7000000,25700000,18,374,0
2152,3500000,8500000,18,609,1
2153,9700000,36000000,6,631,1
2154,3400000,10800000,6,439,0
2155,4600000,13500000,20,837,1
2156,3800000,10400000,10,833,1
2157,4200000,9600000,20,863,1
2158,2500000,8700000,4,684,1
2159,7000000,24600000,6,542,0
2160,5300000,11500000,8,753,1
2161,6400000,14200000,2,512,0
2162,3400000,8100000,12,385,0
2163,6700000,18800000,2,749,1
2164,4600000,10100000,4,618,1
2165,900000,2500000,4,583,1
2166,5100000,19900000,18,655,1
2167,7000000,20900000,20,380,0
2168,4100000,14700000,6,679,1
2169,4600000,14800000,6,410,0
2170,3600000,11500000,8,590,1
2171,5900000,13800000,14,397,0
2172,600000,2100000,16,425,0
2173,4900000,16400000,2,383,1
2174,6400000,23900000,6,406,0
2175,7000000,19800000,10,563,1
2176,6700000,13400000,14,782,1
2177,800000,2200000,4,852,1
2178,7600000,27800000,2,753,1
2179,3200000,7600000,4,489,0
2180,4900000,13800000,2,586,1
2181,7200000,20800000,16,560,1
2182,5600000,20600000,6,487,0
2183,7300000,18300000,8,434,0
2184,3300000,7000000,20,504,0
2185,9200000,25300000,4,827,1
2186,8100000,23300000,20,657,1
2187,6600000,21400000,10,447,0
2188,4200000,13600000,4,834,1
2189,5800000,21700000,8,354,0
2190,5600000,21000000,18,883,1
2191,3600000,9900000,12,641,1
2192,7700000,16900000,6,621,1
2193,7800000,23300000,10,587,1
2194,5700000,15400000,16,424,0
2195,6300000,20500000,14,515,0
2196,2300000,4700000,18,592,1
2197,9600000,19900000,6,319,0
2198,1000000,3900000,16,360,0
2199,7200000,27100000,12,535,0
2200,3800000,11400000,16,666,1
2201,9300000,24600000,16,419,0
2202,7200000,21900000,12,640,1
2203,7600000,19700000,12,545,0
2204,4500000,15300000,10,843,1
2205,9900000,30900000,20,559,1
2206,700000,2000000,18,650,1
2207,3500000,12300000,16,479,0
2208,300000,1000000,14,324,0
2209,5400000,16700000,2,354,1
2210,2800000,8400000,10,521,0
2211,4900000,15900000,8,505,0
2212,600000,1700000,12,436,0
2213,3000000,8100000,6,683,1
2214,1800000,5800000,18,348,0
2215,5100000,15700000,6,867,1
2216,1400000,4100000,14,880,1
2217,6700000,25500000,10,673,1
2218,4300000,12600000,18,482,0
2219,7800000,19600000,4,767,1
2220,5400000,15800000,18,760,1
2221,500000,1900000,2,857,1
2222,8600000,26700000,10,735,1
2223,2500000,9300000,4,810,1
2224,3000000,7200000,2,680,1
2225,7000000,26900000,4,889,1
2226,400000,1500000,16,688,1
2227,5200000,13700000,16,531,0
2228,3300000,11100000,2,660,1
2229,2400000,8800000,18,414,0
2230,5800000,15800000,14,528,0
2231,9400000,20000000,12,817,1
2232,6100000,15300000,2,799,1
2233,7500000,21400000,20,655,1
2234,4100000,16200000,6,546,0
2235,8500000,30800000,14,745,1
2236,4300000,16900000,8,884,1
2237,9300000,22000000,4,822,1
2238,6000000,18700000,2,623,1
2239,5300000,18900000,16,361,0
2240,7400000,16200000,2,778,1
2241,1100000,3800000,8,779,1
2242,6600000,20700000,4,594,1
2243,8200000,28300000,2,530,1
2244,3300000,9300000,12,324,0
2245,2500000,9000000,10,394,0
2246,3300000,10400000,12,816,1
2247,1000000,2300000,16,423,0
2248,6200000,12800000,2,539,0
2249,7000000,21000000,20,554,1
2250,7000000,19000000,6,523,0
2251,5300000,12000000,10,852,1
2252,1800000,3700000,2,505,0
2253,2300000,7900000,10,430,0
2254,4000000,9200000,16,784,1
2255,8900000,24000000,6,380,0
2256,8000000,18600000,20,565,1
2257,7900000,26900000,14,446,0
2258,6700000,20200000,8,406,0
2259,2400000,6000000,6,712,1
2260,8600000,22600000,14,729,1
2261,5300000,14600000,20,508,0
2262,7400000,24900000,20,648,1
2263,8700000,18700000,10,346,0
2264,8200000,18500000,4,394,0
2265,3700000,9700000,12,501,0
2266,9200000,36300000,2,655,1
2267,6100000,20900000,4,662,1
2268,8800000,30800000,20,820,1
2269,9200000,18900000,10,521,0
2270,7200000,27900000,12,473,0
2271,600000,1200000,10,561,1
2272,8000000,23100000,20,461,0
2273,6900000,13800000,16,715,1
2274,4300000,15600000,18,440,0
2275,8500000,24900000,18,749,1
2276,8600000,17400000,2,787,1
2277,6300000,13900000,18,748,1
2278,5800000,13600000,12,321,0
2279,1000000,2300000,10,303,0
2280,1700000,5400000,8,682,1
2281,3200000,8600000,18,638,1
2282,7500000,16600000,14,440,0
2283,2000000,6600000,10,873,1
2284,9100000,19700000,20,437,0
2285,8400000,19700000,8,796,1
2286,7100000,27200000,16,824,1
2287,200000,800000,6,338,0
2288,5000000,14900000,12,575,1
2289,4500000,16900000,8,773,1
2290,5100000,19700000,2,733,1
2291,4100000,10600000,14,475,0
2292,7200000,15000000,10,677,1
2293,7800000,17700000,6,403,0
2294,7500000,25300000,12,767,1
2295,6400000,21000000,2,813,1
2296,7000000,25700000,20,597,1
2297,9000000,31100000,8,896,1
2298,4400000,13900000,6,810,1
2299,900000,2000000,14,337,0
2300,9800000,26900000,18,792,1
2301,600000,1600000,6,784,1
2302,9700000,30100000,12,434,0
2303,8400000,32600000,10,384,0
2304,8300000,24900000,10,642,1
2305,7900000,29900000,8,314,0
2306,8600000,25900000,2,606,1
2307,6700000,17600000,14,843,1
2308,2700000,7400000,10,778,1
2309,6600000,25600000,8,718,1
2310,7100000,20800000,20,437,0
2311,300000,700000,10,586,1
2312,2200000,7000000,6,777,1
2313,8700000,31700000,12,525,0
2314,7200000,23100000,12,632,1
2315,2000000,4800000,20,337,0
2316,8600000,27900000,8,458,0
2317,2300000,5400000,8,364,0
2318,9600000,29800000,16,499,0
2319,1900000,6500000,16,887,1
2320,2100000,6300000,16,882,1
2321,3900000,8700000,8,817,1
2322,200000,300000,10,704,1
2323,1900000,4500000,12,742,1
2324,3200000,11600000,4,393,1
2325,1100000,4300000,18,828,1
2326,8000000,21500000,12,779,1
2327,6100000,21700000,6,860,1
2328,3200000,10600000,2,432,1
2329,9000000,30400000,20,532,0
2330,1200000,3200000,2,678,1
2331,7900000,27000000,6,601,1
2332,7700000,23100000,8,807,1
2333,4400000,16500000,16,879,1
2334,3100000,11200000,18,665,1
2335,2600000,9300000,16,697,1
2336,5500000,21700000,14,867,1
2337,5700000,15500000,8,544,0
2338,6100000,20700000,20,482,0
2339,8200000,22500000,18,857,1
2340,6000000,21200000,12,549,0
2341,8000000,30600000,10,720,1
2342,2000000,4800000,8,302,0
2343,1300000,2900000,12,669,1
2344,7000000,27100000,6,591,1
2345,4100000,15300000,6,440,0
2346,8000000,26200000,16,890,1
2347,8100000,28000000,8,663,1
2348,9500000,22600000,14,433,0
2349,9200000,22500000,10,317,0
2350,3900000,14700000,16,360,0
2351,9100000,26200000,8,727,1
2352,3000000,8300000,4,685,1
2353,2000000,4300000,8,373,0
2354,6300000,14600000,8,469,0
2355,4100000,10900000,8,548,0
2356,9800000,29400000,20,618,1
2357,5200000,15400000,8,658,1
2358,7600000,28700000,18,781,1
2359,9200000,35500000,2,715,1
2360,2200000,8100000,4,409,0
2361,8300000,20600000,10,504,0
2362,6100000,21600000,16,428,0
2363,4500000,16600000,20,704,1
2364,6600000,18800000,12,834,1
2365,8900000,34900000,14,694,1
2366,3900000,13300000,20,453,0
2367,8900000,35400000,14,404,0
2368,6400000,22300000,12,776,1
2369,9500000,28700000,16,526,0
2370,300000,1000000,8,641,1
2371,4100000,12300000,6,582,1
2372,8100000,20800000,18,778,1
2373,9900000,28400000,10,763,1
2374,4800000,19000000,12,650,1
2375,2900000,9700000,2,820,1
2376,3500000,13500000,12,824,1
2377,4900000,12600000,4,718,1
2378,5100000,13300000,14,313,0
2379,7300000,26200000,10,751,1
2380,200000,300000,18,520,0
2381,1400000,4700000,4,355,1
2382,8700000,33600000,14,314,0
2383,2800000,5900000,20,728,1
2384,9100000,30100000,14,564,1
2385,6800000,15300000,14,699,1
2386,5000000,17000000,6,624,1
2387,4400000,16800000,14,795,1
2388,8400000,18600000,20,703,1
2389,7800000,17300000,4,394,0
2390,4800000,9900000,14,779,1
2391,3200000,8800000,4,405,0
2392,2300000,6700000,16,612,1
2393,9200000,28100000,10,448,0
2394,4700000,13700000,6,506,0
2395,8000000,30400000,2,776,1
2396,2600000,8600000,6,730,1
2397,200000,800000,20,730,1
2398,7300000,17200000,2,345,0
2399,3300000,11800000,2,847,1
2400,8300000,23300000,20,398,0
2401,4100000,9600000,2,307,0
2402,7300000,23700000,16,852,1
2403,9300000,27500000,6,364,0
2404,4300000,15200000,12,552,1
2405,2600000,8100000,2,421,1
2406,2900000,9800000,12,588,1
2407,900000,3500000,6,763,1
2408,4900000,17500000,20,823,1
2409,7700000,24800000,10,642,1
2410,4700000,16800000,12,647,1
2411,3000000,8900000,20,886,1
2412,9700000,26200000,4,518,0
2413,6900000,26800000,20,515,0
2414,3800000,12400000,8,340,0
2415,600000,1700000,14,521,0
2416,1200000,2900000,12,330,0
2417,7800000,26800000,2,474,1
2418,9000000,35100000,6,898,1
2419,2800000,9100000,12,436,0
2420,7800000,21300000,10,326,0
2421,4700000,9500000,18,876,1
2422,4600000,17500000,20,597,1
2423,5100000,16100000,14,436,0
2424,6100000,22800000,18,640,1
2425,6000000,22900000,16,302,0
2426,8400000,23200000,16,476,0
2427,9300000,22000000,14,393,0
2428,4200000,10300000,10,506,0
2429,9600000,37800000,10,418,0
2430,5600000,13400000,6,865,1
2431,7800000,28600000,2,703,1
2432,4500000,12600000,2,568,1
2433,2400000,5900000,2,425,0
2434,3900000,11300000,12,305,0
2435,9600000,20600000,6,456,0
2436,900000,2600000,2,602,1
2437,1100000,3800000,20,814,1
2438,6400000,24900000,2,640,1
2439,4600000,15000000,4,817,1
2440,7600000,29800000,20,361,0
2441,6800000,20100000,14,839,1
2442,7100000,27000000,20,592,1
2443,6700000,24700000,6,498,0
2444,5800000,12400000,6,847,1
2445,8600000,29400000,16,643,1
2446,3500000,10600000,4,389,1
2447,4800000,17500000,20,381,0
2448,6100000,14400000,16,400,0
2449,5200000,12700000,16,718,1
2450,4100000,12400000,8,309,0
2451,3200000,7400000,2,838,1
2452,7500000,21600000,14,678,1
2453,1500000,4500000,14,826,1
2454,1200000,3100000,16,348,0
2455,8400000,19700000,6,476,0
2456,7900000,26300000,8,666,1
2457,2100000,4300000,20,896,1
2458,2500000,7000000,20,547,0
2459,3700000,13900000,2,405,1
2460,1100000,4000000,16,498,0
2461,6500000,24800000,8,779,1
2462,8200000,31500000,8,403,0
2463,5000000,12400000,8,709,1
2464,1500000,6000000,6,507,0
2465,3700000,9100000,18,368,0
2466,4100000,14600000,16,760,1
2467,7200000,16800000,6,796,1
2468,2000000,5000000,6,876,1
2469,2000000,4700000,14,673,1
2470,5100000,11500000,4,747,1
2471,6000000,13600000,12,589,1
2472,4900000,18100000,8,382,0
2473,900000,2300000,12,900,1
2474,7500000,25000000,18,628,1
2475,6400000,25000000,12,667,1
2476,8700000,26400000,2,778,1
2477,7300000,17200000,18,831,1
2478,7400000,27100000,4,320,1
2479,2700000,9300000,16,656,1
2480,3400000,8900000,6,896,1
2481,2100000,7400000,4,320,1
2482,3100000,10500000,10,751,1
2483,4700000,17400000,2,523,1
2484,3100000,10500000,6,584,1
2485,5700000,20400000,2,630,1
2486,2300000,8000000,14,472,0
2487,6600000,18500000,16,802,1
2488,2700000,6400000,18,547,0
2489,800000,2800000,16,726,1
2490,6600000,18500000,8,712,1
2491,3900000,10700000,6,790,1
2492,200000,600000,16,396,0
2493,2000000,4200000,6,831,1
2494,9100000,20900000,20,632,1
2495,4700000,10800000,8,527,0
2496,3200000,11100000,6,708,1
2497,1700000,4200000,14,829,1
2498,2600000,8100000,12,854,1
2499,2700000,6700000,14,899,1
2500,3600000,13400000,6,589,1
2501,7200000,26000000,6,571,1
2502,2500000,6400000,6,708,1
2503,5500000,19600000,16,328,0
2504,9200000,33500000,8,564,1
2505,9000000,19000000,8,693,1
2506,5900000,15000000,14,626,1
2507,5600000,15600000,12,470,0
2508,3200000,12500000,8,849,1
2509,9100000,27800000,16,547,0
2510,4600000,15100000,2,417,1
2511,7300000,14900000,2,358,0
2512,1300000,3100000,16,826,1
2513,1800000,4200000,6,836,1
2514,500000,1700000,10,509,0
2515,5700000,20500000,20,581,1
2516,300000,1100000,4,359,1
2517,2100000,7100000,10,517,0
2518,5700000,20100000,14,442,0
2519,1100000,2700000,16,346,0
2520,9300000,34000000,6,742,1
2521,3500000,8100000,10,626,1
2522,8200000,28800000,4,619,1
2523,7500000,17900000,20,734,1
2524,7000000,25600000,6,420,0
2525,3900000,8300000,18,600,1
2526,4700000,13200000,12,440,0
2527,1700000,5200000,16,820,1
2528,2500000,7800000,8,437,0
2529,400000,1400000,12,468,0
2530,2400000,9100000,8,368,0
2531,5700000,21900000,2,871,1
2532,9800000,37900000,4,816,1
2533,9000000,32800000,4,773,1
2534,800000,3000000,14,576,1
2535,1600000,4500000,14,673,1
2536,9800000,34100000,20,760,1
